supplier_id,buyer_id,product_id,amount,time
4,26,3,4108.0,6
42,74,19,64.0,6
0,10,0,6122.0,6
2,52,7,2217.0,6
35,68,16,36.0,6
32,92,19,8.0,6
10,66,11,1548.0,6
35,74,18,64.0,6
33,63,13,2.0,6
38,92,24,2.0,6
54,69,21,24.0,6
40,38,12,6631.0,6
38,73,20,8.0,6
32,49,5,3492.0,6
23,43,0,112.0,6
27,45,14,1544.0,6
10,22,3,12.0,6
22,41,12,9099.0,6
4,35,1,9018.0,6
14,14,4,128.0,6
3,1,2,19224.0,6
27,69,18,130.0,7
55,82,26,2.0,7
20,28,4,144.0,7
23,23,3,79012.0,7
27,93,18,168.0,7
13,43,3,48.0,7
30,66,24,120.0,7
3,2,1,18816.0,7
69,68,16,404.0,7
23,29,0,8688.0,7
33,33,13,2.0,7
41,71,16,208.0,7
45,71,23,276.0,7
16,23,0,21069.0,7
45,49,7,6306.0,7
43,29,13,4.0,7
74,97,26,6.0,7
53,74,21,495.0,7
4,31,0,148.0,7
11,68,9,252.0,7
38,85,24,480.0,7
68,57,18,9.0,7
3,35,1,12756.0,7
52,57,24,459.0,7
26,63,12,3.0,7
49,69,21,484.0,7
38,92,24,34.0,7
23,19,3,5568.0,7
41,72,20,72.0,7
23,7,2,1884.0,7
23,29,11,2.0,7
38,69,20,739.0,7
24,51,24,136.0,7
30,69,24,608.0,7
23,29,3,2896.0,7
2,41,7,2700.0,7
40,30,12,2384.0,7
32,27,5,2604.0,7
3,49,14,6306.0,7
92,92,26,2.0,7
10,33,11,2.0,7
28,53,5,2731.0,7
41,84,16,232.0,7
0,10,0,2724.0,7
38,73,20,2324.0,7
16,5,3,16.0,7
4,40,0,18336.0,7
3,5,2,16.0,7
23,26,11,2.0,7
35,93,22,112.0,7
27,56,5,240.0,7
23,40,2,24448.0,7
15,42,4,48.0,7
23,45,1,121452.0,7
1,38,7,924.0,7
4,19,0,1392.0,7
35,71,16,112.0,7
45,51,23,272.0,7
92,82,34,1.0,7
4,8,1,45984.0,7
41,93,16,632.0,7
4,0,0,1518.0,7
3,17,2,71140.0,7
16,56,9,480.0,7
49,71,21,261.0,7
49,92,21,59.0,7
45,59,23,272.0,7
23,16,3,3200.0,7
3,27,14,2604.0,7
74,104,26,2.0,7
62,55,21,1184.0,7
33,40,13,16.0,7
49,62,21,2411.0,7
20,11,4,480.0,7
55,79,26,2.0,7
20,32,4,4428.0,7
3,35,14,2204.0,7
4,42,0,72.0,7
23,7,1,1884.0,7
4,32,0,3321.0,7
41,62,20,14.0,7
66,52,23,988.0,7
16,17,0,53337.0,7
30,54,24,102.0,7
23,40,11,8.0,7
45,57,23,48.0,7
23,38,11,3064.0,7
3,61,14,1812.0,7
23,3,2,20579.0,7
4,30,11,596.0,7
59,78,23,24.0,7
24,55,24,552.0,7
11,56,10,360.0,7
45,62,7,7206.0,7
38,59,24,136.0,7
3,2,2,18816.0,7
23,23,1,1316.0,7
23,6,2,23136.0,7
16,32,9,224.0,7
35,54,18,214.0,7
23,35,6,808.0,7
23,6,0,17352.0,7
2,24,7,3432.0,7
35,68,18,303.0,7
40,38,12,3988.0,7
23,11,0,720.0,7
14,35,4,17008.0,7
0,33,2,80.0,7
41,52,24,724.0,7
16,40,3,6112.0,7
27,59,14,1032.0,7
4,29,2,11584.0,7
14,27,4,640.0,7
23,35,11,1480.0,7
61,73,21,1573.0,7
0,22,0,6.0,7
13,26,13,4.0,7
49,54,21,277.0,7
0,45,11,1160.0,7
23,43,2,48.0,7
35,74,18,608.0,7
7,23,2,1316.0,7
32,92,19,8.0,7
4,5,0,32.0,7
23,0,3,6072.0,7
23,43,0,96.0,7
41,57,20,608.0,7
45,72,23,144.0,7
35,71,18,192.0,7
38,78,24,12.0,7
27,38,14,12256.0,7
45,66,23,40.0,7
23,26,0,1590.0,7
42,74,19,48.0,7
35,62,5,2402.0,7
29,66,12,1560.0,7
56,55,19,80.0,7
4,35,0,12756.0,7
0,48,0,40.0,7
3,22,2,8.0,7
23,52,11,2230.0,7
35,61,5,604.0,7
23,17,3,17803.0,7
27,73,18,1558.0,7
40,45,12,2320.0,7
45,85,23,160.0,7
26,33,12,3.0,7
32,49,5,2102.0,7
8,45,7,1160.0,7
8,61,7,1812.0,7
31,32,10,168.0,7
41,86,20,80.0,7
7,30,14,2384.0,7
3,32,1,3321.0,7
41,71,20,396.0,7
45,59,7,1032.0,7
33,63,13,2.0,7
26,29,12,3.0,7
23,68,6,252.0,7
53,57,21,48.0,7
8,30,7,1788.0,7
23,63,11,2.0,7
41,86,24,80.0,7
19,6,3,5784.0,7
16,10,3,10896.0,7
8,53,7,8193.0,7
5,31,3,592.0,7
41,54,20,10.0,7
54,102,26,6.0,7
4,4,0,641.0,7
3,52,14,8920.0,7
4,45,2,121452.0,7
4,16,0,800.0,7
4,27,1,38693.0,7
23,14,1,1674.0,7
16,48,3,160.0,7
19,22,3,2.0,7
3,24,14,4576.0,7
8,52,7,6690.0,7
5,4,3,2564.0,7
23,8,2,45984.0,7
45,66,7,780.0,7
14,14,4,2232.0,7
23,28,0,216.0,7
41,71,24,214.0,7
23,33,0,160.0,7
23,24,11,1144.0,7
4,26,3,530.0,7
38,52,20,520.0,7
26,59,12,2064.0,7
23,33,3,80.0,7
45,62,23,172.0,7
23,59,11,1032.0,7
3,41,14,14432.0,7
10,41,11,3804.0,7
10,66,11,780.0,7
45,86,23,160.0,7
23,14,0,1674.0,7
4,26,2,2120.0,7
17,26,12,2.0,7
16,27,0,480.0,7
23,27,2,38213.0,7
23,68,11,252.0,7
17,41,12,6280.0,7
27,32,5,112.0,7
6,52,12,8920.0,7
3,3,1,20579.0,7
7,45,14,1160.0,7
27,45,14,1518.0,8
35,92,18,110.0,8
3,2,2,8544.0,8
35,62,18,1484.0,8
38,73,20,2532.0,8
23,38,11,3382.0,8
62,92,21,30.0,8
4,19,0,7973.0,8
23,52,11,969.0,8
78,117,30,6.0,8
11,56,10,240.0,8
23,27,2,17368.0,8
74,104,34,1.0,8
23,17,3,4772.0,8
68,57,18,440.0,8
74,102,34,6.0,8
29,40,8,4.0,8
45,59,23,48.0,8
23,14,0,192.0,8
2,24,7,678.0,8
23,43,0,88.0,8
41,62,20,2179.0,8
35,71,18,456.0,8
23,14,1,192.0,8
40,38,12,6112.0,8
85,85,27,48.0,8
49,69,21,20.0,8
17,59,12,2280.0,8
73,79,34,2.0,8
68,97,25,3.0,8
23,33,3,76.0,8
52,78,27,146.0,8
3,24,14,904.0,8
23,29,3,1480.0,8
69,86,29,1.0,8
59,78,23,32.0,8
4,8,1,29412.0,8
16,40,3,3266.0,8
3,27,14,499.0,8
41,93,16,140.0,8
26,33,12,15.0,8
71,79,28,1.0,8
23,63,11,8.0,8
35,69,22,6.0,8
16,35,0,1455.0,8
45,62,7,1365.0,8
3,2,1,8544.0,8
31,68,9,148.0,8
16,4,0,2981.0,8
68,69,22,14.0,8
4,26,11,2.0,8
23,59,11,1140.0,8
66,101,27,32.0,8
23,26,0,1353.0,8
23,11,0,344.0,8
19,35,11,1392.0,8
4,27,1,17368.0,8
19,6,3,19683.0,8
20,42,4,144.0,8
4,45,2,99948.0,8
38,92,24,20.0,8
2,41,7,4026.0,8
69,78,29,81.0,8
61,62,21,604.0,8
55,82,26,10.0,8
23,3,2,28065.0,8
23,43,2,50.0,8
23,23,3,36852.0,8
56,55,19,40.0,8
23,19,3,31892.0,8
85,86,27,44.0,8
23,33,11,10.0,8
24,59,24,24.0,8
19,43,3,50.0,8
6,29,12,12.0,8
35,54,18,187.0,8
57,74,31,12.0,8
16,32,0,21381.0,8
38,92,20,214.0,8
23,40,2,13064.0,8
45,61,7,11019.0,8
4,23,2,948.0,8
57,111,29,10.0,8
23,6,0,59049.0,8
85,75,27,68.0,8
28,32,10,72.0,8
41,71,16,96.0,8
23,68,11,148.0,8
23,33,2,76.0,8
66,52,23,780.0,8
33,60,13,10.0,8
4,30,11,471.0,8
45,66,7,996.0,8
27,73,18,1782.0,8
3,52,14,3876.0,8
56,74,19,80.0,8
49,73,21,1779.0,8
41,57,20,1584.0,8
27,38,14,13528.0,8
45,52,7,2907.0,8
55,79,26,10.0,8
53,71,21,372.0,8
23,17,0,14316.0,8
23,6,2,78732.0,8
69,79,28,5.0,8
20,11,4,192.0,8
23,41,11,7643.0,8
51,75,32,68.0,8
23,7,1,4947.0,8
52,73,24,816.0,8
71,78,31,69.0,8
23,45,1,99948.0,8
6,52,12,3876.0,8
45,49,7,3177.0,8
19,4,3,11924.0,8
68,79,25,3.0,8
35,68,22,202.0,8
0,45,11,1518.0,8
4,35,1,1455.0,8
23,28,1,822.0,8
23,29,2,5920.0,8
27,56,5,160.0,8
24,55,24,1120.0,8
5,26,13,4.0,8
69,107,28,112.0,8
69,74,29,12.0,8
33,63,13,8.0,8
71,92,34,1.0,8
45,85,23,56.0,8
27,55,18,570.0,8
3,35,14,4163.0,8
23,11,3,224.0,8
16,32,9,96.0,8
14,14,4,256.0,8
3,1,2,20988.0,8
35,69,18,26.0,8
30,69,24,196.0,8
8,38,7,2730.0,8
53,74,21,587.0,8
4,16,0,896.0,8
86,113,32,40.0,8
3,32,1,21381.0,8
66,117,27,8.0,8
10,60,11,10.0,8
4,23,0,10161.0,8
8,53,7,5835.0,8
27,61,14,11019.0,8
23,28,0,1974.0,8
16,56,9,320.0,8
4,40,0,9798.0,8
35,62,22,286.0,8
45,86,23,560.0,8
52,76,27,92.0,8
62,55,21,2280.0,8
48,31,9,40.0,8
49,54,21,303.0,8
3,3,1,28065.0,8
16,33,0,152.0,8
16,42,0,216.0,8
29,24,12,904.0,8
69,107,29,28.0,8
45,59,7,1140.0,8
73,92,28,2.0,8
69,102,25,9.0,8
4,31,0,360.0,8
53,57,21,1772.0,8
3,17,2,19088.0,8
6,63,12,12.0,8
35,61,5,3673.0,8
57,104,28,8.0,8
71,97,34,4.0,8
30,54,24,120.0,8
3,49,14,3177.0,8
3,1,1,20988.0,8
23,7,2,4947.0,8
23,29,0,4440.0,8
23,24,11,226.0,8
8,45,7,1518.0,8
57,73,29,129.0,8
23,66,11,996.0,8
4,26,3,451.0,8
16,42,9,352.0,8
59,62,23,528.0,8
74,104,26,6.0,8
23,16,3,3584.0,8
32,49,5,1059.0,8
6,30,12,1884.0,8
35,31,5,80.0,8
52,57,24,1414.0,8
8,30,7,1413.0,8
73,82,28,2.0,8
7,30,14,1884.0,8
26,60,12,15.0,8
30,86,24,280.0,8
17,41,12,11269.0,8
23,68,6,148.0,8
23,31,11,40.0,8
4,26,2,1804.0,8
27,59,14,1140.0,8
54,97,28,5.0,8
35,27,5,499.0,8
45,57,23,48.0,8
27,93,18,84.0,8
20,31,4,240.0,8
20,28,4,1864.0,8
32,32,5,48.0,8
33,33,13,10.0,8
23,29,11,8.0,8
23,35,6,1168.0,8
43,26,8,2.0,8
0,8,2,29412.0,8
14,35,4,1940.0,8
41,59,20,272.0,8
15,32,4,28508.0,8
14,68,5,542.0,8
23,23,1,948.0,8
23,52,11,934.0,9
35,93,22,156.0,9
35,71,18,502.0,9
62,55,21,132.0,9
16,5,3,16.0,9
23,17,3,14453.0,9
68,84,18,120.0,9
57,111,28,160.0,9
42,74,19,88.0,9
93,86,25,22.0,9
55,79,26,4.0,9
41,52,20,870.0,9
19,43,3,84.0,9
49,54,21,500.0,9
62,90,25,72.0,9
41,71,20,606.0,9
20,42,4,576.0,9
26,60,12,27.0,9
8,38,7,1440.0,9
4,35,1,288.0,9
8,61,7,1455.0,9
3,32,1,26391.0,9
78,116,43,10.0,9
8,53,7,1902.0,9
23,66,11,740.0,9
57,104,28,6.0,9
23,35,6,892.0,9
4,31,0,720.0,9
23,38,11,1826.0,9
0,45,2,36912.0,9
19,6,3,4378.0,9
26,29,12,12.0,9
73,101,29,55.0,9
23,33,11,8.0,9
41,93,16,48.0,9
35,62,22,230.0,9
4,23,2,1580.0,9
74,118,26,6.0,9
45,66,23,22.0,9
38,92,24,126.0,9
16,10,3,16244.0,9
27,45,14,1110.0,9
23,8,2,20088.0,9
0,42,0,432.0,9
54,80,28,18.0,9
117,117,38,2.0,9
55,82,26,4.0,9
6,41,12,8609.0,9
54,98,28,47.0,9
69,102,25,6.0,9
23,7,1,4416.0,9
23,22,3,4.0,9
73,109,29,78.0,9
49,71,21,462.0,9
27,55,18,33.0,9
32,27,5,2032.0,9
30,66,24,26.0,9
4,1,2,29340.0,9
27,38,14,7304.0,9
2,41,7,2136.0,9
16,4,0,13045.0,9
23,3,2,35787.0,9
38,59,24,36.0,9
3,3,1,35787.0,9
32,49,5,5015.0,9
3,17,2,57722.0,9
68,68,22,18.0,9
16,56,9,128.0,9
27,73,18,108.0,9
41,71,24,124.0,9
38,73,20,484.0,9
20,28,4,2336.0,9
38,74,20,1696.0,9
0,29,2,8380.0,9
20,32,4,35188.0,9
23,68,6,56.0,9
54,97,28,32.0,9
27,69,18,124.0,9
11,56,10,96.0,9
23,43,2,84.0,9
3,52,14,3736.0,9
4,0,0,2480.0,9
17,26,12,2.0,9
4,5,0,32.0,9
30,69,24,173.0,9
62,79,25,15.0,9
56,55,19,80.0,9
43,29,13,8.0,9
78,118,43,14.0,9
23,29,11,8.0,9
68,77,25,32.0,9
86,117,40,1.0,9
5,23,3,35036.0,9
7,30,14,1928.0,9
23,45,1,36912.0,9
10,29,3,2104.0,9
4,26,2,60.0,9
73,99,28,12.0,9
16,4,3,52180.0,9
3,5,2,16.0,9
73,118,28,36.0,9
4,27,1,31038.0,9
41,62,20,2734.0,9
27,93,18,150.0,9
3,27,14,2032.0,9
16,42,9,512.0,9
3,24,14,2416.0,9
24,51,24,200.0,9
26,63,12,12.0,9
23,33,2,68.0,9
59,78,30,68.0,9
0,10,0,4061.0,9
33,33,13,8.0,9
23,24,11,604.0,9
35,92,18,183.0,9
16,23,0,10339.0,9
28,42,10,384.0,9
53,74,21,1441.0,9
62,92,21,278.0,9
14,56,5,64.0,9
3,2,2,36920.0,9
41,71,16,68.0,9
74,107,43,12.0,9
45,24,7,1812.0,9
3,49,14,15045.0,9
45,62,7,1491.0,9
8,30,7,1446.0,9
55,102,26,2.0,9
41,66,20,16.0,9
28,68,5,274.0,9
23,6,2,17512.0,9
23,0,3,9920.0,9
45,59,7,646.0,9
0,33,0,136.0,9
6,52,12,3736.0,9
35,54,18,558.0,9
41,69,20,627.0,9
14,35,4,384.0,9
45,52,7,2802.0,9
23,29,0,6276.0,9
7,42,1,432.0,9
23,11,3,1088.0,9
23,69,11,64.0,9
23,11,0,1280.0,9
92,97,34,9.0,9
35,71,22,56.0,9
23,43,0,96.0,9
19,41,11,6841.0,9
62,113,25,40.0,9
17,26,8,12.0,9
35,69,22,80.0,9
53,57,21,504.0,9
24,55,24,26.0,9
68,97,25,9.0,9
23,28,1,1752.0,9
35,68,18,27.0,9
17,40,8,6.0,9
38,85,24,824.0,9
4,40,0,29922.0,9
35,84,22,80.0,9
23,68,11,56.0,9
19,45,11,1110.0,9
69,102,28,1.0,9
41,59,20,120.0,9
23,28,0,1752.0,9
8,45,7,1110.0,9
52,57,24,969.0,9
19,63,11,8.0,9
27,59,14,646.0,9
35,68,22,62.0,9
26,33,12,12.0,9
3,22,2,16.0,9
45,59,23,72.0,9
0,48,0,656.0,9
23,7,2,4416.0,9
38,78,24,96.0,9
35,61,5,485.0,9
62,101,25,16.0,9
92,96,34,8.0,9
35,74,18,2058.0,9
45,66,7,740.0,9
16,27,0,768.0,9
59,62,23,308.0,9
16,32,9,160.0,9
41,57,20,1208.0,9
30,54,24,272.0,9
68,82,25,9.0,9
23,60,11,18.0,9
49,69,21,16.0,9
29,66,12,1992.0,9
11,68,9,56.0,9
78,96,43,16.0,9
32,32,5,80.0,9
41,68,20,120.0,9
45,74,23,192.0,9
7,61,14,1455.0,9
49,73,21,81.0,9
93,75,25,34.0,9
23,26,0,45.0,9
41,86,20,600.0,9
0,22,0,12.0,9
69,89,25,4.0,9
61,62,21,3673.0,9
73,118,34,5.0,9
16,35,0,288.0,9
23,32,0,26391.0,9
20,11,4,672.0,9
3,2,1,36920.0,9
17,59,12,1292.0,9
16,48,3,2624.0,9
40,38,12,3266.0,9
4,16,0,672.0,9
4,26,3,15.0,9
45,86,23,640.0,9
31,71,22,20.0,9
31,32,10,120.0,9
41,84,16,12.0,9
74,104,26,6.0,9
23,35,11,892.0,9
4,30,11,482.0,9
23,59,11,646.0,9
16,40,3,9974.0,9
57,96,31,12.0,9
23,16,3,2688.0,9
92,82,34,10.0,9
57,73,29,170.0,9
14,27,4,1024.0,9
45,49,7,15045.0,9
20,31,4,480.0,9
68,57,18,126.0,9
33,60,13,18.0,9
23,23,1,1580.0,9
23,40,2,39896.0,9
16,33,3,68.0,9
4,8,1,20088.0,9
23,17,0,43269.0,9
0,27,2,30270.0,9
3,1,1,29340.0,9
23,6,0,13134.0,9
62,102,28,3.0,9
92,92,26,2.0,9
45,51,23,400.0,9
57,104,28,8.0,10
55,113,28,10.0,10
23,14,1,3708.0,10
45,66,7,1046.0,10
23,11,0,1584.0,10
32,27,5,2653.0,10
49,71,21,941.0,10
26,63,12,9.0,10
33,33,13,4.0,10
4,42,0,192.0,10
59,78,30,30.0,10
4,26,2,7392.0,10
71,96,33,32.0,10
74,104,26,8.0,10
57,111,29,84.0,10
62,80,25,32.0,10
62,113,25,16.0,10
10,26,3,1848.0,10
2,45,7,2204.0,10
0,10,0,356.0,10
3,32,1,8904.0,10
23,7,1,1468.0,10
55,79,28,3.0,10
54,80,28,7.0,10
55,79,26,6.0,10
53,74,21,634.0,10
62,99,28,19.0,10
0,45,11,2204.0,10
56,55,19,32.0,10
