supplier_id,buyer_id,product_id,amount,time
4,35,1,9018.0,6
22,41,12,9099.0,6
10,22,3,12.0,6
3,1,2,19224.0,6
27,45,14,1544.0,6
54,69,21,24.0,6
32,49,5,3492.0,6
38,73,20,8.0,6
25,66,14,1548.0,6
23,43,0,112.0,6
35,92,18,6.0,6
42,74,19,64.0,6
23,13,3,8.0,6
23,40,11,6.0,6
25,27,14,1964.0,6
23,37,11,544.0,6
11,32,9,416.0,6
25,62,5,1325.0,6
23,40,2,34768.0,6
23,33,2,60.0,6
16,35,0,9018.0,6
3,27,1,20464.0,6
23,3,2,58094.0,6
23,6,0,26760.0,6
23,4,3,2440.0,6
23,11,0,1332.0,6
4,8,1,78572.0,6
22,59,12,48.0,6
27,70,14,868.0,6
25,35,5,4916.0,6
14,68,5,297.0,6
2,41,7,4128.0,6
23,37,1,440.0,6
4,41,11,5419.0,6
23,37,2,440.0,6
47,24,12,2752.0,6
37,68,14,9.0,6
23,6,2,35680.0,6
6,52,12,2956.0,6
23,45,1,65352.0,6
44,35,9,1212.0,6
5,36,3,48.0,6
23,14,1,96.0,6
49,62,21,28.0,6
4,23,2,1060.0,6
23,68,6,144.0,6
53,57,21,20.0,6
7,30,14,3320.0,6
17,41,12,84.0,6
7,25,2,16179.0,6
47,40,12,10.0,6
35,73,18,12.0,6
14,27,4,1408.0,6
23,8,2,78572.0,6
3,49,14,10476.0,6
3,17,2,37738.0,6
1,59,7,24.0,6
8,61,7,4719.0,6
35,68,22,18.0,6
61,71,21,19.0,6
3,2,2,24528.0,6
3,35,14,2636.0,6
52,57,24,10.0,6
4,26,11,4.0,6
4,47,11,6.0,6
3,28,1,8193.0,6
47,47,12,6.0,6
23,28,0,8193.0,6
27,46,5,32.0,6
12,62,7,3975.0,6
3,52,14,2956.0,6
43,67,8,18.0,6
23,38,11,4555.0,6
30,69,24,12.0,6
20,28,4,10924.0,6
33,60,13,2.0,6
70,69,22,18.0,6
16,47,3,10054.0,6
8,38,7,2076.0,6
39,54,19,48.0,6
39,42,10,144.0,6
23,70,11,1144.0,6
47,45,12,3088.0,6
3,22,2,48.0,6
19,43,3,68.0,6
53,74,21,100.0,6
16,4,0,610.0,6
3,61,14,4719.0,6
4,23,0,16729.0,6
25,69,14,404.0,6
33,40,13,12.0,6
56,55,19,16.0,6
16,40,3,8692.0,6
23,24,11,688.0,6
4,45,2,65352.0,6
35,69,18,33.0,6
43,64,8,14.0,6
19,6,3,8920.0,6
45,66,7,1548.0,6
4,7,1,3699.0,6
37,41,14,20108.0,6
25,70,5,296.0,6
23,27,2,19408.0,6
23,16,3,3072.0,6
32,32,5,208.0,6
4,0,0,1160.0,6
27,59,14,24.0,6
16,25,0,13749.0,6
23,43,2,68.0,6
23,26,0,12324.0,6
54,55,21,16.0,6
23,69,11,808.0,6
32,27,5,1964.0,6
23,63,11,2.0,6
19,29,11,2.0,6
4,40,0,26076.0,6
23,47,2,40108.0,6
23,33,0,120.0,6
29,66,12,3096.0,6
23,22,0,36.0,6
27,55,18,4.0,6
23,17,3,9484.0,6
3,37,14,2092.0,6
11,56,10,240.0,6
47,58,12,1480.0,6
23,23,3,62676.0,6
12,64,7,5106.0,6
39,46,10,48.0,6
16,44,0,808.0,6
23,47,0,30054.0,6
47,64,12,92.0,6
17,65,12,183.0,6
0,64,11,2106.0,6
27,38,14,18220.0,6
23,7,2,3699.0,6
11,68,9,144.0,6
8,45,7,1544.0,6
23,0,3,4640.0,6
8,53,7,1629.0,6
4,3,1,58094.0,6
23,68,11,144.0,6
25,53,14,1629.0,6
40,30,12,3320.0,6
3,32,1,14118.0,6
49,73,21,22.0,6
17,47,8,6.0,6
3,1,1,19224.0,6
4,32,0,14262.0,6
2,24,7,2064.0,6
26,37,12,520.0,6
20,11,4,720.0,6
35,61,5,1573.0,6
39,53,5,543.0,6
33,64,13,20.0,6
23,60,11,2.0,6
16,27,0,1056.0,6
4,58,11,740.0,6
23,29,3,1560.0,6
23,52,11,2230.0,7
3,22,2,8.0,7
25,66,14,780.0,7
0,48,0,40.0,7
4,35,0,12756.0,7
23,17,3,17803.0,7
56,55,19,80.0,7
35,62,5,2402.0,7
42,74,19,48.0,7
23,26,0,1590.0,7
45,66,23,40.0,7
27,38,14,12256.0,7
65,69,20,39.0,7
29,66,12,1560.0,7
23,67,11,12.0,7
27,73,18,1558.0,7
64,78,20,24.0,7
22,67,12,12.0,7
3,32,1,3321.0,7
7,30,14,2384.0,7
41,86,20,80.0,7
31,32,10,168.0,7
68,83,22,72.0,7
0,39,0,6627.0,7
8,61,7,1812.0,7
8,45,7,1160.0,7
32,49,5,2102.0,7
26,33,12,3.0,7
16,39,9,64.0,7
45,85,23,160.0,7
40,45,12,2320.0,7
33,63,13,2.0,7
46,54,19,16.0,7
38,78,24,12.0,7
25,35,5,3484.0,7
35,71,18,192.0,7
13,26,13,4.0,7
61,73,21,1573.0,7
33,64,13,10.0,7
23,35,11,1480.0,7
14,27,4,640.0,7
41,64,24,370.0,7
66,65,23,560.0,7
0,22,0,6.0,7
4,29,2,11584.0,7
16,40,3,6112.0,7
41,52,24,724.0,7
0,33,2,80.0,7
14,35,4,17008.0,7
4,47,11,14.0,7
23,37,11,2339.0,7
27,59,14,1032.0,7
49,54,21,277.0,7
32,92,19,8.0,7
14,39,5,32.0,7
41,57,20,608.0,7
27,64,14,6120.0,7
23,43,0,96.0,7
23,0,3,6072.0,7
4,5,0,32.0,7
37,68,14,440.0,7
45,72,23,144.0,7
36,26,13,8.0,7
3,37,14,8292.0,7
23,21,1,624.0,7
7,23,2,1316.0,7
35,74,18,608.0,7
23,43,2,48.0,7
0,45,11,1160.0,7
41,71,20,396.0,7
45,59,7,1032.0,7
47,40,12,8.0,7
74,81,26,4.0,7
3,41,14,14432.0,7
37,69,16,40.0,7
64,68,20,27.0,7
7,25,2,6831.0,7
45,62,23,172.0,7
25,68,5,944.0,7
23,33,3,80.0,7
26,59,12,2064.0,7
38,52,20,520.0,7
45,86,23,160.0,7
4,26,3,530.0,7
23,24,11,1144.0,7
70,62,16,572.0,7
23,33,0,160.0,7
41,71,24,214.0,7
10,41,11,3804.0,7
10,66,11,780.0,7
10,64,11,1536.0,7
1,64,7,3882.0,7
3,3,1,20579.0,7
6,52,12,8920.0,7
3,65,14,8948.0,7
27,32,5,112.0,7
17,41,12,6280.0,7
23,27,2,38213.0,7
43,47,13,12.0,7
16,27,0,480.0,7
23,68,11,252.0,7
17,26,12,2.0,7
4,26,2,2120.0,7
23,14,0,1674.0,7
23,39,1,5835.0,7
7,45,14,1160.0,7
23,28,0,216.0,7
23,59,11,1032.0,7
14,14,4,2232.0,7
4,4,0,641.0,7
54,102,26,6.0,7
41,54,20,10.0,7
5,31,3,592.0,7
8,53,7,8193.0,7
16,10,3,10896.0,7
19,6,3,5784.0,7
13,47,3,12890.0,7
41,86,24,80.0,7
23,63,11,2.0,7
8,30,7,1788.0,7
53,57,21,48.0,7
23,68,6,252.0,7
26,29,12,3.0,7
23,65,11,3042.0,7
23,25,1,27885.0,7
17,65,12,5359.0,7
3,52,14,8920.0,7
37,68,16,160.0,7
4,45,2,121452.0,7
23,8,2,45984.0,7
5,4,3,2564.0,7
65,74,24,24.0,7
8,52,7,6690.0,7
3,24,14,4576.0,7
19,22,3,2.0,7
45,66,7,780.0,7
16,48,3,160.0,7
23,47,0,38670.0,7
23,14,1,1674.0,7
52,65,24,280.0,7
4,27,1,38693.0,7
4,16,0,800.0,7
23,11,0,720.0,7
35,61,5,604.0,7
37,51,20,136.0,7
4,42,0,72.0,7
2,41,7,2700.0,7
23,29,3,2896.0,7
30,69,24,608.0,7
32,87,19,96.0,7
24,51,24,136.0,7
40,30,12,2384.0,7
20,25,4,28072.0,7
58,64,23,740.0,7
35,87,18,84.0,7
23,29,11,2.0,7
23,7,2,1884.0,7
65,73,24,12.0,7
41,72,20,72.0,7
23,19,3,5568.0,7
38,69,20,739.0,7
32,27,5,2604.0,7
16,5,3,16.0,7
3,49,14,6306.0,7
23,26,11,2.0,7
3,5,2,16.0,7
40,38,12,3988.0,7
70,55,18,296.0,7
4,40,0,18336.0,7
32,39,10,48.0,7
23,44,3,4832.0,7
35,93,22,112.0,7
7,70,14,155.0,7
38,73,20,2324.0,7
0,10,0,2724.0,7
41,84,16,232.0,7
28,53,5,2731.0,7
10,33,11,2.0,7
92,92,26,2.0,7
38,92,24,34.0,7
25,53,14,8193.0,7
49,69,21,484.0,7
45,49,7,6306.0,7
23,36,2,6.0,7
3,2,1,18816.0,7
47,64,12,12631.0,7
30,66,24,120.0,7
25,62,14,7206.0,7
13,43,3,48.0,7
27,93,18,168.0,7
69,68,16,404.0,7
55,82,26,2.0,7
23,23,3,79012.0,7
23,36,3,6.0,7
20,28,4,144.0,7
27,69,18,130.0,7
54,108,34,3.0,7
23,29,0,8688.0,7
26,63,12,3.0,7
41,71,16,208.0,7
44,35,9,808.0,7
52,57,24,459.0,7
3,35,1,12756.0,7
68,57,18,9.0,7
38,85,24,480.0,7
11,68,9,252.0,7
4,31,0,148.0,7
27,83,18,108.0,7
62,87,21,141.0,7
33,33,13,2.0,7
53,74,21,495.0,7
74,97,26,6.0,7
43,29,13,4.0,7
45,71,23,276.0,7
16,23,0,21069.0,7
54,103,26,6.0,7
27,56,5,240.0,7
4,32,0,3321.0,7
15,42,4,48.0,7
74,108,26,4.0,7
25,70,5,155.0,7
43,64,8,2.0,7
4,30,11,596.0,7
65,62,16,460.0,7
16,25,0,21054.0,7
59,78,23,24.0,7
23,3,2,20579.0,7
23,38,11,3064.0,7
45,57,23,48.0,7
23,40,11,8.0,7
30,54,24,102.0,7
16,17,0,53337.0,7
66,52,23,988.0,7
3,61,14,1812.0,7
23,47,2,51560.0,7
24,55,24,552.0,7
11,56,10,360.0,7
2,24,7,3432.0,7
23,6,0,17352.0,7
26,37,12,2035.0,7
23,37,2,30939.0,7
7,37,1,30939.0,7
23,35,6,808.0,7
45,65,7,1014.0,7
35,54,18,214.0,7
16,32,9,224.0,7
23,6,2,23136.0,7
23,23,1,1316.0,7
3,2,2,18816.0,7
47,24,12,4576.0,7
38,59,24,136.0,7
45,62,7,7206.0,7
41,62,20,14.0,7
35,68,18,303.0,7
38,87,24,30.0,7
23,7,1,1884.0,7
23,44,2,40.0,7
16,56,9,480.0,7
3,17,2,71140.0,7
4,0,0,1518.0,7
41,93,16,632.0,7
4,8,1,45984.0,7
3,44,1,40.0,7
92,82,34,1.0,7
38,65,20,280.0,7
35,71,16,112.0,7
47,47,12,15.0,7
4,19,0,1392.0,7
1,38,7,924.0,7
23,45,1,121452.0,7
45,51,23,272.0,7
49,71,21,261.0,7
18,39,4,8308.0,7
49,92,21,59.0,7
23,40,2,24448.0,7
3,35,14,2204.0,7
20,32,4,4428.0,7
55,79,26,2.0,7
20,11,4,480.0,7
35,83,16,480.0,7
49,62,21,2411.0,7
0,21,2,624.0,7
33,40,13,16.0,7
62,55,21,1184.0,7
74,104,26,2.0,7
3,27,14,2604.0,7
16,44,0,1248.0,7
23,16,3,3200.0,7
45,59,23,272.0,7
23,37,2,28401.0,8
4,40,0,9798.0,8
16,56,9,320.0,8
23,28,0,1974.0,8
27,61,14,11019.0,8
59,64,23,472.0,8
8,53,7,5835.0,8
65,62,16,1468.0,8
4,23,0,10161.0,8
10,60,11,10.0,8
44,35,9,1168.0,8
66,117,27,8.0,8
47,47,12,12.0,8
3,32,1,21381.0,8
86,113,32,40.0,8
4,16,0,896.0,8
20,25,4,18800.0,8
35,62,22,286.0,8
45,86,23,560.0,8
52,76,27,92.0,8
43,64,8,6.0,8
4,31,0,360.0,8
69,102,25,9.0,8
73,92,28,2.0,8
45,59,7,1140.0,8
69,107,29,28.0,8
29,24,12,904.0,8
23,44,3,3568.0,8
16,42,0,216.0,8
16,33,0,152.0,8
3,3,1,28065.0,8
87,118,26,10.0,8
49,54,21,303.0,8
37,58,14,156.0,8
48,31,9,40.0,8
62,55,21,2280.0,8
64,68,20,222.0,8
16,47,3,6585.0,8
53,74,21,587.0,8
6,63,12,12.0,8
8,38,7,2730.0,8
69,74,29,12.0,8
5,26,13,4.0,8
24,55,24,1120.0,8
27,56,5,160.0,8
27,70,14,200.0,8
0,39,0,2046.0,8
33,64,13,12.0,8
25,35,5,6387.0,8
69,107,28,112.0,8
23,29,2,5920.0,8
23,28,1,822.0,8
64,72,24,72.0,8
4,35,1,1455.0,8
64,85,20,16.0,8
0,45,11,1518.0,8
35,68,22,202.0,8
64,83,20,204.0,8
23,47,2,26340.0,8
33,63,13,8.0,8
16,32,9,96.0,8
68,83,22,112.0,8
4,36,3,16.0,8
16,44,0,892.0,8
30,69,24,196.0,8
37,69,16,220.0,8
35,69,18,26.0,8
3,1,2,20988.0,8
25,42,5,176.0,8
68,108,25,3.0,8
14,14,4,256.0,8
23,11,3,224.0,8
14,39,4,2728.0,8
3,35,14,4163.0,8
27,55,18,570.0,8
45,85,23,56.0,8
32,87,19,56.0,8
71,92,34,1.0,8
53,57,21,1772.0,8
3,17,2,19088.0,8
8,45,7,1518.0,8
35,61,5,3673.0,8
35,27,5,499.0,8
23,39,1,2046.0,8
10,64,11,2714.0,8
35,83,16,272.0,8
54,97,28,5.0,8
27,59,14,1140.0,8
4,26,2,1804.0,8
23,31,11,40.0,8
23,68,6,148.0,8
62,87,21,92.0,8
17,41,12,11269.0,8
20,31,4,240.0,8
30,86,24,280.0,8
26,60,12,15.0,8
7,30,14,1884.0,8
73,82,28,2.0,8
54,103,26,4.0,8
43,47,13,26.0,8
45,57,23,48.0,8
27,93,18,84.0,8
20,28,4,1864.0,8
37,54,20,538.0,8
17,65,12,3136.0,8
23,23,1,948.0,8
14,68,5,542.0,8
15,32,4,28508.0,8
64,74,20,58.0,8
41,59,20,272.0,8
87,97,26,12.0,8
27,83,18,168.0,8
0,8,2,29412.0,8
43,26,8,2.0,8
65,98,32,36.0,8
23,35,6,1168.0,8
23,29,11,8.0,8
33,33,13,10.0,8
32,32,5,48.0,8
14,35,4,1940.0,8
8,30,7,1413.0,8
4,58,11,156.0,8
52,57,24,1414.0,8
3,1,1,20988.0,8
0,36,0,32.0,8
3,49,14,3177.0,8
30,54,24,120.0,8
23,36,2,16.0,8
37,83,20,276.0,8
71,97,34,4.0,8
23,7,2,4947.0,8
39,54,19,16.0,8
3,65,14,5764.0,8
74,81,26,2.0,8
57,104,28,8.0,8
38,65,20,224.0,8
26,37,12,500.0,8
25,53,14,5835.0,8
4,47,11,10.0,8
4,25,2,4165.0,8
37,62,14,1365.0,8
23,29,0,4440.0,8
23,24,11,226.0,8
87,102,26,2.0,8
65,105,32,57.0,8
45,64,7,6810.0,8
35,31,5,80.0,8
6,30,12,1884.0,8
32,49,5,1059.0,8
23,16,3,3584.0,8
74,104,26,6.0,8
3,37,14,2196.0,8
59,62,23,528.0,8
16,42,9,352.0,8
4,26,3,451.0,8
74,108,26,4.0,8
23,66,11,996.0,8
57,73,29,129.0,8
27,64,14,10808.0,8
68,79,25,3.0,8
47,64,12,9530.0,8
25,66,14,996.0,8
24,59,24,24.0,8
4,8,1,29412.0,8
59,78,23,32.0,8
69,86,29,1.0,8
65,86,32,47.0,8
23,14,1,192.0,8
23,29,3,1480.0,8
36,67,13,24.0,8
3,24,14,904.0,8
16,40,3,3266.0,8
52,78,27,146.0,8
65,93,20,168.0,8
68,97,25,3.0,8
73,79,34,2.0,8
17,59,12,2280.0,8
49,69,21,20.0,8
85,85,27,48.0,8
4,67,11,2.0,8
23,33,3,76.0,8
3,27,14,499.0,8
41,93,16,140.0,8
26,33,12,15.0,8
23,11,0,344.0,8
23,26,0,1353.0,8
66,101,27,32.0,8
23,59,11,1140.0,8
4,26,11,2.0,8
64,64,20,1556.0,8
68,69,22,14.0,8
16,4,0,2981.0,8
31,68,9,148.0,8
3,2,1,8544.0,8
45,62,7,1365.0,8
16,35,0,1455.0,8
35,69,22,6.0,8
23,63,11,8.0,8
64,62,24,14.0,8
71,79,28,1.0,8
16,39,9,32.0,8
40,38,12,6112.0,8
19,35,11,1392.0,8
35,71,18,456.0,8
23,17,3,4772.0,8
62,92,21,30.0,8
23,52,11,969.0,8
17,47,8,10.0,8
38,73,20,2532.0,8
4,19,0,7973.0,8
23,38,11,3382.0,8
87,111,34,15.0,8
78,117,30,6.0,8
21,58,7,156.0,8
35,62,18,1484.0,8
3,2,2,8544.0,8
35,92,18,110.0,8
71,103,33,64.0,8
74,81,34,2.0,8
27,45,14,1518.0,8
65,68,16,416.0,8
70,68,18,93.0,8
11,56,10,240.0,8
5,67,13,4.0,8
74,104,34,1.0,8
41,62,20,2179.0,8
23,43,0,88.0,8
2,24,7,678.0,8
23,14,0,192.0,8
45,59,23,48.0,8
23,47,0,19755.0,8
